avg_gen0_best_score_score_as_%,avg_overall_best_score_as_%,avg_difference,avg_gen0_final_score,avg_overall_final_score
37.84118336876631,45.58631682208447,7.7451334533181635,-0.22251652785871778,-0.09745440888860392
