avg_gen0_best_score_final_score,avg_overall_best_final_score,avg_difference,avg_gen0_score_as_%,avg_overall_score_as_%
-0.07518303055671834,0.07700098696177561,0.15218401751849397,31.89689798526768,33.94550099739201
